Surname,Frequency
KARAÇAY,934
BİBER,933
DENLİ,932
NUR,931
ÇERÇİ,930
OKÇU,929
SERTTAŞ,929
KUM,927
ARSLANOĞLU,925
GÜLEŞ,925
KUNT,925
BİÇİCİ,923
NOYAN,922
ERGÜVEN,921
YOKUŞ,921
KARABUDAK,920
APAK,918
AYDAR,917
GÜNGÖRDÜ,917
DİLBER,916
GÜDEN,916
SİVRİKAYA,916
ÖZDAL,915
OKUYUCU,914
OKTAR,913
YANMAZ,912
ALTUNKAYA,909
ALTUNDAL,908
ELİTAŞ,907
KAVLAK,907
ÇELİKTEN,906
ÖZGENÇ,904
KOCABEY,903
KÖŞKER,903
SEVİL,900
AYNA,899
İLİK,899
BEBEK,898
AR,897
GÜLMÜŞ,897
ŞANAL,896
DİKEN,895
YENİCE,894
MUT,892
US,892
TOPÇUOĞLU,891
AKBOĞA,890
DİK,890
EĞİLMEZ,890
SONGUR,890
YİĞİTER,890
ÖZOĞUL,888
BİRLİK,887
DİLMEN,887
HOCAOĞLU,887
TAY,887
ALBAY,886
ÖRDEK,884
KURAN,882
ÖZGER,882
AKTUĞ,881
İLGÜN,881
GÖR,879
TAVŞAN,879
DAĞLAR,878
BİLİK,877
TÜFEKCİ,877
CANSEVER,876
ÇOMAK,875
ARAR,874
ÇEKER,874
MAVİ,873
ÇELİKBAŞ,873
SÜNGÜ,872
DEMİRALP,867
ÇAĞATAY,867
DELİCE,865
TOPAK,865
KATAR,864
KOZAK,864
OSMANOĞLU,864
ÖZŞAHİN,864
ALİM,863
SÜZER,862
SEVGİLİ,861
ULUCAN,861
ÇELİKKOL,860
DEMİRELLİ,858
ERGENÇ,858
TURSUN,857
ŞENKAL,857
BALA,856
BOZYEL,856
AVAN,855
ŞENOCAK,855
YASAK,854
YEĞİN,854
İMRE,854
TÜRKAY,852
ULUÇ,852
KARAKULAK,850
ARGUN,849
PEKŞEN,848
TOPAÇ,847
ÖÇAL,847
UÇKUN,846
TOPSAKAL,845
İSLAMOĞLU,844
SAKİN,842
ÖZYİĞİT,842
ABLAK,841
DOĞDU,838
ÖZTUNÇ,838
AŞAR,836
ARVAS,835
KUBAT,835
PARLAR,834
SALTAN,834
ZORBA,834
GERGİN,833
GÖZÜBÜYÜK,833
ODUNCU,833
ERDURAN,832
TEMİZKAN,832
TUZCU,831
KURUM,829
PETEK,828
ÇELİKTAŞ,828
ÇÜRÜK,828
BULDU,827
BİRDAL,827
HAKAN,827
OLĞUN,827
TEMİR,827
AKÇİN,826
KELLECİ,826
AKBUDAK,825
DİRİ,825
ÇATALKAYA,824
ÜSTÜNER,824
AKDERE,822
KAMA,822
KEÇELİ,822
KOCATEPE,821
SÜT,821
GÜLSEVER,819
DİRİK,818
GÖKAY,818
KANSU,816
KAYALAR,816
GÜLCÜ,814
KARDEŞ,814
MERSİN,814
ALTUNOK,813
SÜMBÜL,811
ÇALAR,810
ÖMÜR,810
ÖZGAN,810
ATALAR,809
BELLİ,807
BURHAN,807
KARS,807
UZAN,807
AKAT,806
SİNAN,804
BİTER,802
BİRİCİK,800
KEMER,800
İÇLİ,799
VURGUN,798
DİRİCAN,797
AYKANAT,796
ÜZEL,796
AYKURT,795
İNCEOĞLU,795
ADAR,794
ARPA,794
KURTULMUŞ,794
TUR,794
GÜMÜŞTEKİN,793
ÖZDAŞ,793
İRİ,792
HORUZ,791
TUTKUN,790
YÜZER,790
AKTAR,789
AKBULAK,788
EŞİYOK,788
DAĞAŞAN,787
SAZAK,787
DEMİRALAY,786
KULOĞLU,786
ERDAŞ,785
GELEN,785
ALTUNSOY,784
ARMAN,784
AĞAOĞLU,784
TURA,784
SARP,783
GÖKŞEN,782
PALAZ,781
YAY,781
DOĞRUYOL,779
ERTEK,779
DEMİRDAĞ,778
ÇİVİ,778
TAŞKESEN,777
TÜLÜ,776
KARAKAN,775
KELEŞOĞLU,775
ONUK,775
SÜLÜN,775
TUTAK,775
ÇEKİN,774
BAYCAN,773
BİLEK,773
DENGİZ,773
KAMAN,773
AŞKAN,772
ERDİN,771
GÖNCÜ,770
ARDUÇ,768
BADUR,767
BARAK,767
KARATEKİN,767
ÇAN,767
AKALAN,765
GÖZCÜ,765
SUSAM,765
KOCAAĞA,764
KOCABAY,764
DEMİRYÜREK,763
ÇATALBAŞ,763
ELİŞ,762
ERŞAHİN,762
TUĞ,762
TÜKENMEZ,762
ÇÖL,760
ELDEMİR,759
YAZ,759
ŞENLİK,759
KALA,758
KOÇAN,758
ÇETİNEL,756
GÖZÜKARA,755
DERTLİ,754
TEZER,754
ÇAĞDAŞ,754
ÖMEROĞLU,754
MEMİŞOĞLU,753
TORLAK,753
TAPAN,752
DURĞUN,751
CEREN,750
KURUOĞLU,750
PEKCAN,750
ÇİÇEKLİ,750
AFŞİN,749
EYÜPOĞLU,749
KAYAHAN,749
ZAMAN,749
PEKGÖZ,747
ERGUN,746
UZEL,745
ÜREN,745
AŞKAR,744
KARAHASAN,744
KÖPRÜLÜ,743
MAYDA,743
CANSU,742
ERKAYA,742
GENÇAY,742
ANDİÇ,741
DOĞRUER,741
RENÇBER,741
SEÇEN,741
AKSEL,740
AKÇİÇEK,740
BAĞLAN,739
KÖKER,738
SOYER,738
YAR,738
KAPAR,737
KARACAOĞLU,737
BOZOK,736
ÜNÜVAR,736
YAZAN,734
BOY,733
KÖRPE,733
GEÇİT,732
KİRİŞ,732
BAYSAN,731
GÜNGÖREN,731
ŞENYURT,731
KOZ,730
TABAN,729
ESKİN,728
İŞERİ,728
ARAN,727
GÜLLER,727
TAŞKAYA,727
OĞUZHAN,726
TURGAY,726
ALABAŞ,725
DENİZHAN,725
EDİŞ,725
BARDAK,724
ALİOĞLU,723
GÖRAL,723
UYMAZ,723
SADAK,722
ECEVİT,721
KARADAVUT,721
KENDİR,721
GÜMÜŞSOY,720
HASAR,720
İNAÇ,720
ÖZDEM,719
ERKUT,718
KARAL,718
SEÇER,718
YAKAN,718
YENİAY,718
COŞKUNER,716
ÇEPNİ,716
İNCESU,716
AKYAR,715
DOĞRUL,715
SAN,715
ÖZLÜK,715
ÖZOĞLU,714
CANBULAT,713
TOMBUL,713
UZAR,713
BAHÇE,712
DOĞANER,711
GÜRSU,711
KESİM,711
AKŞAHİN,710
ŞANVERDİ,710
SÜREN,709
ALMAZ,708
ÇİLEK,708
MAT,707
ABAK,706
DEMİRSOY,705
DİŞLİ,705
SÜTÇÜ,704
AYTAN,703
DEVRİM,703
KÖÇER,703
NALBANTOĞLU,703
SANDAL,703
ZİREK,703
BAŞBOĞA,702
DEMİRDAŞ,702
KEPENEK,702
ÇARDAK,702
AKOĞLU,701
YÜCESOY,701
GÜLDAL,700
KAÇAK,700
MERCİMEK,700
ÖNEY,700
ŞENOĞLU,700
BAYAZİT,698
AĞDAŞ,697
HEKİMOĞLU,697
KONUR,697
TAŞDAN,697
BOZYİĞİT,696
GÖKOĞLU,696
KONCA,696
ÖZÇETİN,696
KOCAGÖZ,695
KOCADAĞ,694
GEZGİNCİ,693
ÇELİKKAYA,693
BAKAY,691
İNCEKARA,691
AKGÖL,690
GÜLSÜN,690
ÜREK,690
ALA,689
UNCU,689
ANAÇ,688
ARMUT,688
ASLANHAN,688
TEMİZEL,688
TELLİOĞLU,687
ÖZEREN,687
AKSAK,686
ALAK,685
SUN,685
KUTLUAY,684
ÇİFTÇİOĞLU,684
ALTUNDAŞ,683
BALCİ,682
ÇAKMAZ,682
YİĞİTOĞLU,681
ATAKAN,679
BORAZAN,679
CANBAY,679
GÖKDUMAN,679
TOLU,679
AZMAN,678
ŞAHİNTÜRK,678
DALDAL,677
DELİKTAŞ,677
BAHTİYAR,676
BÜYÜKKAYA,676
EKREN,676
EYÜBOĞLU,676
FİL,676
KACAR,676
ULUTÜRK,676
ÖGE,676
EMİNOĞLU,675
SOYDAŞ,675
TEBER,675
BARUTÇU,674
KOPUZ,674
KURTARAN,674
VELİOĞLU,674
BEKÇİ,673
AKSÖZ,671
ENCU,671
ONGUN,671
BAK,670
DALYAN,670
DEMİRAĞ,670
DENİZLİ,670
KARAÇOBAN,670
BAYTEKİN,669
KURTAY,669
ARİ,668
BENZER,668
ERDAĞ,668
YANARDAĞ,668
ÇANAK,668
BOYLU,667
ERBEY,667
NAVRUZ,667
YOL,667
TÜRKEŞ,666
TAT,665
EŞSİZ,664
KARABEY,664
ÇUBUKÇU,664
SELEN,663
GÖKBULUT,662
TOPKARA,662
TÜRKCAN,662
YURDAGÜL,662
PEKEL,661
ÇÖMEZ,661
KAPUSUZ,659
HASDEMİR,658
TÜLEK,658
YEŞİLOVA,657
DADAK,655
TÜREDİ,655
GÜRHAN,654
OBUZ,654
UMUT,654
VURAN,654
ATALAN,653
TOZLU,653
ÇAMOĞLU,653
MERGEN,652
OLGAÇ,652
BEŞTAŞ,650
KABUL,650
TOKUR,650
ELGÜN,649
HARMANKAYA,649
ASLANOĞLU,648
ERDÖNMEZ,648
KETEN,648
ONARAN,648
YELKEN,648
ÖZTOP,648
DİKBAŞ,647
ZAFER,647
UÇKAN,646
ADANUR,645
ANDAÇ,645
GÜLSEVEN,645
KOR,645
AKTEKİN,644
GİRAY,644
HALİLOĞLU,644
TANYERİ,644
YORGUN,644
ALPAR,643
MARAŞ,643
GÖKDAĞ,642
KABATAŞ,642
AKÇELİK,641
AYBEK,641
REİS,641
ALMA,640
DİLBAZ,640
DİLLİ,640
ERİKLİ,640
YUSUFOĞLU,640
KARASAKAL,639
UZUNKAYA,639
KANBER,638
İREN,638
EVİRGEN,636
TUT,636
ÇAÇAN,636
ÖZDER,636
PORTAKAL,635
ÜNLÜTÜRK,635
BEKİROĞLU,634
GÖRÜCÜ,634
KORAL,634
KÖLE,634
MERTOĞLU,634
YETİK,634
ÜÇER,634
ARTUÇ,632
BEŞLİ,632
GENİŞ,632
ŞENYÜZ,632
GÖKDOĞAN,631
PEHLİVANOĞLU,631
SALAR,631
ÖZAL,630
ŞENGEL,630
UCA,629
ELÇİN,628
DERİCİ,627
YAVUZER,627
DİZDAR,626
KÜRKÇÜ,626
TÜRKEN,626
BATU,625
SABAN,625
SONKAYA,625
ZENCİR,625
İŞ,625
ERDEMLİ,624
ARSLANER,623
BEREKET,623
SELİMOĞLU,623
ÖZYER,623
SAPAN,622
ÇİN,622
ÖCALAN,622
KURUÇAY,621
CEVAHİR,620
COŞAN,620
EDİS,620
BEKMEZCİ,619
GÜLSEREN,619
ÖZTEN,619
AYBEY,618
DİRİL,618
GÜLÇİÇEK,618
KOCAER,618
YÖNDEM,618
KARAGÜZEL,617
YEŞİLTEPE,616
GÜDÜCÜ,615
KÖKCÜ,613
BEYAZTAŞ,612
DELİOĞLU,612
EREK,612
ERAY,611
KAYABAŞ,610
GÜZEY,609
KOCATAŞ,609
TEPELİ,609
ÇAPRAZ,609
BABAOĞLU,608
SARAY,608
CÜCE,607
REÇBER,606
ÇETİNBAŞ,606
ERGENE,605
ŞİT,605
BUYRUK,604
GAZİ,603
HAMURCU,603
KÖZ,603
DURMUŞOĞLU,602
DÖNDER,602
MÜLAYİM,602
GÖNÜLLÜ,601
GÜLLE,601
GÜNEYSU,601
MURATOĞLU,601
SAÇAN,601
YUMAK,601
AKSAY,600
TÜRKERİ,600
UMUTLU,600
UĞRAŞ,600
ŞAHİNBAŞ,600
GELMEZ,599
GELİR,599
ŞENAY,599
ALKAÇ,598
GÜNHAN,598
ÖRÜN,598
AKKUZU,597
DİNÇEL,596
GÖKDENİZ,596
BEŞER,595
GÜNGÖRMEZ,595
TAŞYÜREK,595
ÜSTÜNEL,595
AKMAZ,594
BASUT,594
DEMİRAYAK,594
OSKAY,594
SERİM,594
UYUMAZ,594
VERGİLİ,593
ÖN,593
İMİR,593
BULUŞ,592
DUYGU,592
SAV,592
AZİZOĞLU,591
KÜÇÜKER,591
NURAL,591
ŞİPAL,590
BAHŞİ,589
DEVECİOĞLU,589
YENİÇERİ,589
TAŞER,588
YÜCEER,588
ASAL,587
BEKCİ,587
GEDİKOĞLU,587
KOÇAL,587
AKSÜT,586
EMEKLİ,586
KAZDAL,586
ARTAR,585
OKATAN,585
ULUKAYA,585
VURUCU,585
ALPAK,584
ALTÜRK,584
DEĞİRMENCİOĞLU,584
KARAÖZ,584
UYĞUN,584
BAŞAL,582
KARAALP,582
KULAÇ,581
ÇETİNDAĞ,581
GÖZE,580
KÖKÇÜ,580
DOST,579
ÇELEBİOĞLU,579
EVCİL,578
AMAÇ,577
KORHAN,577
DOLAŞ,576
KEÇE,576
SOYDEMİR,576
ALTUNEL,575
TALAN,575
ASLANTÜRK,573
ERİN,573
ÇAPA,573
BİLDİRİCİ,572
UYĞUR,572
ALEV,571
AÇAN,571
GEBEŞ,571
KEZER,571
ÖĞMEN,571
BÜBER,570
ÇARBOĞA,570
İNAM,569
AKGÜNEŞ,568
BAKKAL,568
BULAK,568
KÖKTEN,568
KÖYMEN,568
GEVREK,567
KARAKOCA,567
DUYAN,566
TURĞAY,566
BELGE,565
DURUK,565
SOMUNCU,565
ÇEKİCİ,565
ARMUTCU,564
EMANET,562
BİŞKİN,561
KARABİBER,561
ŞEREMET,561
EKŞİOĞLU,560
GÜRÇAY,560
KAYRAN,560
KUZGUN,560
İPEKÇİ,560
EDE,559
EMER,558
GÖLCÜK,558
KARİP,558
TALİ,558
YAKUPOĞLU,558
İŞCİ,558
AS,557
DEMİRLİ,557
EŞ,557
GÜNDOĞMUŞ,557
ÇELİKOĞLU,557
ÖDEN,557
KETENCİ,556
NACAK,555
TUTAN,555
DELİGÖZ,554
DONAT,554
AKEL,553
AYSEL,553
FENER,553
SERTEL,553
TERLEMEZ,553
URUÇ,553
YEGİN,553
ALCAN,552
BÜTÜNER,552
BİLİM,552
TİTİZ,552
ABANOZ,551
DEMİRTÜRK,551
KAHVECİOĞLU,551
KARABABA,551
DURUR,550
YAKA,550
ZEHİR,550
BÜYÜKBAŞ,549
EROĞUL,548
FERİK,548
İLDENİZ,548
EMEKSİZ,547
HASANOĞLU,546
KARALİ,546
MAHMUTOĞLU,546
MENGİ,546
SEKMAN,546
PORSUK,545
DEĞİRMEN,544
KARASOY,544
YEĞEN,544
AYSAN,543
TEKÇE,543
ÖZKAL,543
BOZOĞLAN,542
EMEKTAR,542
ERCİYES,542
KALAN,542
ZAN,542
İLGİN,541
KUT,540
ÖZBUDAK,540
BAYRAKTAROĞLU,539
DİRLİK,539
KUMRAL,539
KUTLUK,539
MATUR,539
ÇAT,538
ERÇELİK,537
YUMUK,537
ÖZBEN,537
ŞENGÖZ,537
GÜNEN,536
KANDİL,536
ÖZKAYNAK,536
SÖZERİ,535
CEVHER,534
SEFER,534
TOKA,534
VARAN,534
AYKAL,533
BEKLER,533
ÇAYAN,533
ÇORAK,533
ÇUBUKCU,533
BEKEN,532
TEKEL,532
İÇER,532
KAL,531
ASMA,530
AYSAL,530
BOZBAY,530
TONBUL,530
ARTUN,529
KARAŞAHİN,529
ÜRESİN,529
CANDAR,528
GÜLÜMSER,528
KURUL,528
NARMAN,528
TEKCAN,528
AYKUL,527
GÖNENÇ,527
İSTEK,527
KENDİRCİ,526
SALİHOĞLU,526
TAŞCİ,526
TURHAL,526
EŞKİ,525
KÜÇÜKASLAN,525
AYSU,524
SÜLEYMANOĞLU,524
ZEYTUN,524
FİLİK,523
BATMAN,522
BOZBEY,522
CENİK,522
AKBAYRAK,521
ASLANER,521
BİNAY,521
CAM,521
DABAN,521
KÖSEN,521
TEKİR,521
TOR,521
ELVEREN,520
KESKİNER,520
TÜREL,520
YURTOĞLU,520
SAYHAN,519
KURUCU,518
SERDAROĞLU,518
SÜNER,518
İSLAM,518
AKKOCA,517
KARADERE,517
ALUÇ,516
BAŞBUĞ,516
KURHAN,516
SEÇİLMİŞ,516
AKGÜMÜŞ,515
GÜNDEM,515
KARAOSMANOĞLU,515
TOPDEMİR,515
YEŞİLMEN,515
AYVERDİ,514
ERALP,514
ONAN,514
UZUNAY,514
BÖKE,513
EŞME,513
KARACADAĞ,513
KORKUTAN,513
TUNÇBİLEK,513
TUĞCU,513
YUCA,513
ERK,512
HOŞGÖR,512
PAMUKÇU,512
SOFUOĞLU,512
ÇAVAŞ,512
ÖZGÜVEN,512
DİLEKÇİ,511
TEKİNER,511
AKGÜNDÜZ,510
KUTAY,510
ÖNGÜN,510
İBİLİ,510
BEYTEKİN,509
FURAT,509
ATAKUL,508
BEKDAŞ,508
BENGİ,508
SERBES,508
SEVİN,508
KOŞAN,507
TEKGÖZ,507
ÖZÜDOĞRU,507
AKÇADAĞ,506
ATEŞOĞLU,506
KOLDAŞ,506
TÜFEK,506
BAŞTAN,505
GÖKTEKİN,505
GÜNGÖRMÜŞ,505
HALİL,504
ÖNEM,504
BARLAK,503
TAZEGÜL,503
ZEYTİN,503
ÇEKİM,503
ERTUĞ,502
GÜRCÜ,502
KODAL,502
NAZ,502
BONCUK,501
TELCİ,501
ÖZTEMEL,501
ÜZEN,501
ARSLANHAN,500
ÇAĞLAK,500
AYDAŞ,499
AYVA,499
CEYRAN,499
GAZİOĞLU,499
ORTA,499
ÖNAY,499
MELEK,498
BARUTCU,497
DİZMAN,497
TÜYLÜ,497
KARAMEŞE,496
KÖKTÜRK,496
ÇAP,496
ŞENKAYA,496
ALHAN,495
BEDER,495
CANKURTARAN,495
KARAKELLE,495
NİZAM,495
ÜÇGÜL,495
AĞAN,494
BEK,494
GÜNCÜ,494
KADAK,494
SULU,494
GELDİ,493
GÜNENÇ,493
MAVİŞ,493
PAÇAL,493
SEYYAR,493
DERVİŞOĞLU,492
MALÇOK,492
TAVUKÇU,492
ŞAHİNGÖZ,492
FURUNCU,491
GÜLDEN,491
ÖKSÜZOĞLU,491
İLBAŞ,490
ŞEREF,490
BUZ,489
DALBUDAK,489
GÖÇEN,489
TAZE,489
AKÇİL,488
ALOĞLU,488
BAYDUR,488
YASAN,488
BİLTEKİN,487
DOLGUN,487
ESMERAY,487
GÖKCAN,487
KENGER,487
MANTAR,487
TEYMUR,487
TURAK,487
ÇETE,487
ÖNGEL,487
BOZGEYİK,486
HASTÜRK,486
HORASAN,486
UZER,486
KALYON,485
ÇELİKBİLEK,485
GÜNDOĞAR,484
URAS,484
İŞGÖREN,484
AKSUNGUR,483
KARABUĞA,483
SATAR,483
ÇORUH,483
BÜYÜKTAŞ,482
SELİM,482
ÇAMURCU,482
İLGEN,482
ŞENYİĞİT,482
HEKİM,481
ETE,480
HOŞ,480
YARAN,480
BİRER,479
KAFADAR,479
SEVİLMİŞ,478
ÜNLÜER,478
ACAY,477
ACU,477
GÜDÜK,477
KİŞİ,477
ORÇAN,477
SEYİS,477
TİMURTAŞ,477
DURĞUT,476
KÜLCÜ,476
DURMAN,475
ERENLER,475
KASAR,475
KURTUL,475
ŞEKEROĞLU,475
KARAŞ,474
ÖNALAN,474
GÖDEK,473
TÜMEN,473
AKGÜÇ,472
DİCLE,472
GÖRER,472
KAPÇAK,472
SOYAK,472
DANİŞ,471
DUYMUŞ,471
USTABAŞ,471
ÇİDEM,471
CANİK,470
KELEK,470
KERİMOĞLU,470
PEK,470
TOĞRUL,470
ALPHAN,469
KUNDUZ,469
ÖZDİLEK,469
MANSUROĞLU,468
EĞRİ,467
SADE,467
ADAŞ,466
DERMAN,466
KADAN,466
SALAN,466
CAMBAZ,465
TÜRKSOY,465
GÜLÜM,464
KUTBAY,464
BAYOĞLU,463
DEMİRDELEN,463
GÖKDERE,463
GÖÇMEZ,463
GÜRE,463
KONYA,463
ÖZKOÇ,463
AYMAZ,462
ERZURUM,462
MOR,462
ÇAÇA,462
DÖNGEL,461
KAVUK,461
KÖKTAŞ,460
GÜLDAŞ,459
KESERCİ,459
TAYYAR,459
ULUER,459
ALAÇAM,458
BEYTER,458
BÖYÜK,458
CANAN,458
FELEK,458
KARATOPRAK,458
SÜLÜK,458
AKOVA,457
HAZER,457
KALFA,457
KİPER,457
ZABUN,457
MİNAZ,456
SÜNGER,456
TAHTA,456
YAĞAR,456
HAMZAOĞLU,455
TOPAKTAŞ,455
AKPUNAR,454
BALAMAN,454
TÖREN,454
YEŞİLDAL,454
AKÇAL,453
EMEÇ,453
HEZER,453
OKUDAN,453
PEKMEZCİ,453
SERTDEMİR,453
BERKTAŞ,452
DALAR,452
DENİZCİ,452
OKUYAN,452
SÖKER,452
TEKİNALP,452
YELER,452
ÇAKA,452
DUĞAN,451
DÖĞER,451
GÜNEYLİ,451
SOLAKOĞLU,451
AKÖZ,450
ALĞAN,450
BAYAM,450
ELÇİÇEK,450
İSMAİLOĞLU,450
DERDİYOK,449
KANCA,449
KOYUNCUOĞLU,449
NAYİR,449
ÖZÇOBAN,449
ERÖZ,448
ÖNDEŞ,448
DERYA,447
KANGAL,447
MUTLUER,447
ÇOK,447
GÜROL,446
ABİ,445
GÜMÜŞAY,445
KAZAR,445
KEL,445
TİFTİK,445
ERKİN,444
KUCUR,444
KUTLUCA,444
SATAN,444
ÇÖRDÜK,444
ÖZDEŞ,444
DÜLEK,443
TALU,443
CANOĞLU,442
MUŞTU,442
REYHAN,442
YÖRÜKOĞLU,442
İLBAY,442
İMREN,442
İÇTEN,442
DİKME,441
KİP,441
BEDEL,439
BİLAL,439
DEMİRDÖVEN,439
EFİLOĞLU,439
ERİŞEN,439
KUTLAY,439
KUZEY,439
MUNGAN,439
MİDİLLİ,439
ADAM,438
ADİYAMAN,438
ELİTOK,438
HALAT,438
SALİM,437
ÜRE,437
ANLAR,436
CULHA,436
GÜNDAY,436
KASAL,436
TOPCUOĞLU,436
TULUM,436
YENEN,436
DUYSAK,435
TEL,435
TEMİZER,435
TOZAN,435
ASKER,434
BERTAN,434
ERSEN,434
SEDEF,434
İSTANBULLU,434
İZMİRLİ,434
KESKİNOĞLU,433
SANSAR,433
SEPETÇİ,433
ÖZBERK,433
İHTİYAR,433
İRMAK,433
BELEK,432
LİMAN,432
TOKAÇ,432
ÇELTİK,432
ÖZGÜÇ,432
ASA,431
CAMGÖZ,431
OKTAN,431
USANMAZ,431
AHMETOĞLU,430
GÜNDEŞ,430
SARPKAYA,430
BARBAROS,429
GÖLGE,429
KARAKÜTÜK,429
MEHMETOĞLU,429
SAVUR,429
BAYTOK,428
BİR,428
KAMALAK,428
TOYGAR,428
İŞBİLEN,428
EYİGÜN,427
BOZER,426
SEVGİN,426
TOKCAN,426
ÖZTEL,426
İMAL,426
ATACAN,425
BEKTAŞOĞLU,425
ERDEMCİ,425
TOZ,425
ÜSTÜNTAŞ,425
DURUSOY,424
KÖKSOY,424
SESLİ,424
BAT,423
SALUR,423
YÜCEKAYA,423
ÇALHAN,423
AKİN,422
ALMAS,422
ALÇİÇEK,422
KAYAŞ,422
KOLUMAN,422
SUNAL,422
BEKMEZ,421
GÜRLEYEN,421
KAVUT,421
SEYİTOĞLU,421
ÇORLU,421
ŞERBETÇİ,421
ATÇEKEN,420
GÖRKEM,420
MÜFTÜOĞLU,420
NART,420
GÖKBAYRAK,419
GÜZELOĞLU,419
NEHİR,419
SALİH,419
SEFEROĞLU,419
BAŞDEMİR,418
BESLER,418
TATLİ,418
TEZ,418
YARAŞ,418
CİCİ,417
LÖK,417
NAYMAN,417
TOSUNOĞLU,417
ELAGÖZ,416
ERTUĞRAL,416
KURTAR,416
MANAY,416
TAŞBAŞ,416
VATAN,416
ÖZTURAN,416
AKARSLAN,415
BÖREKÇİ,415
DİKİLİTAŞ,415
GÖKSAL,415
KOLÇAK,415
KÖSEDAĞ,415
ÖZTÜRKMEN,415
AKTEN,414
YEŞİLYAPRAK,414
AYANOĞLU,413
BULGAN,413
KORUK,413
MOL,413
SERCAN,413
TAK,413
ÖZÇİÇEK,413
GENEL,412
GÖKSOY,412
KAVUN,412
TUĞLU,412
YAMANER,412
ALPSOY,411
AYGÖREN,411
DELİBALTA,411
ERŞAN,411
MORGÜL,411
SEVİK,411
TAFLAN,411
ULUDOĞAN,411
ÜZÜLMEZ,411
İMRAK,411
ERŞEN,410
HAKVERDİ,410
KÜRKLÜ,410
TOMAK,410
TİRYAKİOĞLU,410
BÖREKCİ,409
SAMSA,409
ULUKAN,409
YETİŞKİN,409
DEGER,408
EVCİMEN,408
HASGÜL,408
KAFA,408
KEMİK,408
ÖZDERE,408
BİRSEN,407
CANGİR,407
DOGAN,407
KONAR,407
UÇ,407
BELER,406
DOĞMUŞ,406
YÜZGEÇ,406
ÖZDEK,406
İBA,406
ALABAY,405
AVAR,405
ES,405
KAYADELEN,405
ORTAK,405
TÜRÜT,405
ÜZMEZ,405
ŞENDUR,405
CANSEVEN,404
DEMİRDÖĞEN,404
DÜZEL,404
SAYLAN,404
TAŞOVA,404
ÇİTİL,404
İĞDE,404
ABLAY,403
EJDER,403
EL,403
EZGİN,403
ADAY,402
AKTEMUR,402
ATUĞ,402
BELDEK,402
DİL,402
HALLAÇ,402
SAZ,402
SONER,402
SUİÇMEZ,402
TÜRKELİ,402
YETİMOĞLU,402
ÇAYLAN,402
ÖZAN,402
AKBUĞA,401
AKTOP,401
ASİL,401
SEYFİ,401
YURDUSEVEN,401
YİLDİRİM,401
AKBEY,400
BULUR,400
ELVAN,400
KÜTÜKCÜ,400
MÜJDE,400
AKBURAK,399
DADAŞ,399
GÜLDÜR,399
KUVVET,399
SALCAN,399
VURMAZ,399
İNEL,399
BATUK,398
BAŞTAŞ,398
DİLAVER,398
KADER,398
OR,398
ÇİRKİN,398
İBRAHİMOĞLU,398
ERGAN,397
HAVUZ,397
PANCAR,397
KANAL,396
KONUŞ,396
PARMAK,396
YEŞİLBAĞ,396
BURSA,395
EYİ,395
GÜLTAŞ,395
PİR,395
KÖSELER,394
TATAROĞLU,394
ABUKAN,393
DALGA,393
ERDUR,393
GÜLBAŞ,393
HALİS,393
KURTULAN,393
ŞAR,393
BEYAZGÜL,392
KARAKEÇİLİ,392
OSMA,392
SAYDAN,392
ULUSAL,392
YÜKSEKDAĞ,392
ÖZGÜLER,392
BADEMCİ,391
BAĞATUR,391
EFENDİOĞLU,391
PEKİN,391
TABUR,391
UMUR,391
BAŞEĞMEZ,390
GÜLBAY,390
ÖZEKİNCİ,390
İNAK,390
BAYEZİT,389
KARAÇELİK,389
CEBECİOĞLU,388
MİNTAŞ,388
PELTEK,388
AĞTAŞ,387
EĞE,387
GÜLAL,387
KARABAL,387
TAM,387
TEMELLİ,387
TÜMKAYA,387
İRİŞ,387
DEMİRÖRS,386
DOYMAZ,386
GENÇEL,386
KEMALOĞLU,386
MECİT,386
TOKUŞ,386
BASAN,385
BATAN,385
CEVİZCİ,385
GÜLNAR,385
KORKMAZER,385
ÇULCU,385
AKOL,384
SAKAL,384
İLÇİ,384
KOCAKAPLAN,383
KOÇAR,383
KİRMAN,383
TAHMAZ,383
YİLDİZ,383
İNKAYA,383
ALTEKİN,382
ANT,382
AYDOS,382
BALYEMEZ,382
DOKUYUCU,382
KUMCU,382
SURAL,382
ÇELLİK,382
ÖZBİLEN,382
ATİŞ,381
BAKAÇ,381
BEZGİN,381
BULMUŞ,381
KAMBUR,381
OĞRAŞ,381
BİLKAY,380
GÖGEBAKAN,380
GÜVENER,380
SARAN,380
SAYMAN,380
YEŞİLOĞLU,380
YİĞİTALP,380
KELEBEK,379
KEMENT,379
ORUÇOĞLU,379
TUTUK,379
YARAY,379
DALOĞLU,378
ELDEN,378
GÜLBEYAZ,378
GÜMÜŞKAYA,378
KOLSUZ,378
MUCUK,378
PAŞAOĞLU,378
SÜME,378
ÖZDİNÇ,378
ÖZTAN,378
AKASLAN,377
BEKER,377
KAHRAMANOĞLU,377
KARUL,377
MUSAOĞLU,377
YELKENCİ,377
ALAŞ,376
GÖCEN,376
KOSKA,376
TOROS,376
TURAÇ,376
UZUNTAŞ,376
VERİM,376
YAŞAROĞLU,376
MUTİ,375
TOMRUK,375
VARGÜN,375
